64, 1.8533e-05, 1.2404e-05, 6.649e-06, 4.221e-06, 25, 4, 10, 1, 
64, 1.2399e-05, 1.177e-05, 5.106e-06, 3.664e-06, 1, 0, 0, 0, 
64, 1.0611e-05, 1.1603e-05, 4.478e-06, 3.61e-06, 0, 0, 0, 0, 
64, 1.0147e-05, 1.1791e-05, 4.365e-06, 4.124e-06, 0, 0, 0, 0, 
64, 9.006e-06, 1.1277e-05, 4.391e-06, 3.616e-06, 0, 0, 0, 0, 
128, 2.5134e-05, 2.9305e-05, 1.1487e-05, 7.447e-06, 0, 0, 0, 0, 
128, 2.3571e-05, 2.2506e-05, 1.0776e-05, 7.56e-06, 0, 0, 0, 0, 
128, 2.3318e-05, 2.2495e-05, 1.0496e-05, 7.406e-06, 0, 0, 0, 0, 
128, 2.2713e-05, 2.2486e-05, 9.877e-06, 7.369e-06, 0, 0, 0, 0, 
128, 2.2166e-05, 2.281e-05, 9.921e-06, 7.139e-06, 0, 0, 0, 0, 
256, 6.1972e-05, 5.9635e-05, 3.5883e-05, 2.5749e-05, 1, 0, 0, 12, 
256, 5.3767e-05, 4.7723e-05, 3.5126e-05, 2.5071e-05, 1, 0, 0, 0, 
256, 5.3614e-05, 4.8051e-05, 3.4113e-05, 2.5212e-05, 0, 0, 0, 0, 
256, 5.3039e-05, 4.8021e-05, 3.4684e-05, 2.5118e-05, 0, 0, 0, 0, 
256, 5.2839e-05, 4.8334e-05, 3.4103e-05, 2.5151e-05, 0, 0, 0, 0, 
512, 6.3378e-05, 5.8423e-05, 2.8588e-05, 3.2611e-05, 6, 29, 0, 3, 
512, 4.2458e-05, 4.061e-05, 2.6654e-05, 1.9252e-05, 0, 11, 0, 0, 
512, 4.2532e-05, 4.0539e-05, 2.659e-05, 1.9193e-05, 0, 1, 0, 0, 
512, 4.1823e-05, 4.0827e-05, 2.6077e-05, 1.9219e-05, 0, 1, 0, 0, 
512, 4.2862e-05, 4.032e-05, 2.6215e-05, 1.9188e-05, 0, 0, 1, 0, 
1024, 9.6528e-05, 0.000101167, 5.1166e-05, 4.2909e-05, 10, 4, 0, 0, 
1024, 8.6109e-05, 8.544e-05, 5.1401e-05, 3.7318e-05, 0, 0, 0, 0, 
1024, 8.5296e-05, 8.6106e-05, 5.9195e-05, 3.4861e-05, 0, 0, 0, 0, 
1024, 8.0788e-05, 8.0154e-05, 4.825e-05, 3.4999e-05, 0, 0, 0, 0, 
1024, 8.0784e-05, 8.0459e-05, 4.7628e-05, 3.5032e-05, 0, 0, 0, 0, 
2048, 0.000194965, 0.000196785, 9.5657e-05, 6.9287e-05, 2, 4, 0, 1, 
2048, 0.000182406, 0.000168823, 9.5442e-05, 6.9369e-05, 0, 5, 0, 0, 
2048, 0.000175541, 0.000169913, 9.534e-05, 6.9433e-05, 0, 0, 0, 0, 
2048, 0.000173273, 0.00018834, 0.00010141, 7.4072e-05, 2, 4, 3, 0, 
2048, 0.000215465, 0.000185936, 0.000115414, 7.7662e-05, 9, 140, 102, 31, 
4096, 0.000415146, 0.000421659, 0.000175182, 0.000143716, 30, 54, 0, 1, 
4096, 0.000384586, 0.000360624, 0.00017515, 0.000143547, 0, 22, 0, 0, 
4096, 0.000384141, 0.000365207, 0.000175459, 0.000143532, 1, 0, 0, 0, 
4096, 0.000408661, 0.000411833, 0.000186327, 0.000153275, 0, 3, 1, 2, 
4096, 0.000384482, 0.000376934, 0.000175056, 0.000192832, 1, 0, 0, 0, 
8192, 0.000989157, 0.00103286, 0.000374658, 0.000295757, 164, 33, 0, 0, 
8192, 0.000947153, 0.000990329, 0.000368547, 0.000287083, 2, 0, 0, 0, 
8192, 0.00101812, 0.000988117, 0.000374482, 0.000295442, 0, 15, 1, 0, 
8192, 0.000975792, 0.00100817, 0.000374648, 0.000295948, 0, 0, 0, 0, 
8192, 0.000946062, 0.00103013, 0.00035802, 0.000299267, 1, 0, 0, 0, 
16384, 0.00229435, 0.0024262, 0.000830681, 0.000626642, 331, 88, 250, 21, 
16384, 0.00219581, 0.00232506, 0.000793395, 0.000671886, 32, 2, 10, 8, 
16384, 0.00218909, 0.00231031, 0.000797533, 0.000679941, 2, 3, 45, 0, 
16384, 0.00243971, 0.00264063, 0.00146634, 0.000660626, 67, 112, 9186, 443, 
16384, 0.00216417, 0.00236829, 0.000798394, 0.000607231, 2, 2, 23, 2, 
32768, 0.00521276, 0.00521822, 0.00182949, 0.00127089, 1035, 224, 4314, 290, 
32768, 0.00513183, 0.00499836, 0.00181204, 0.0012299, 44, 22, 3879, 428, 
32768, 0.00507043, 0.00505153, 0.0017935, 0.00123471, 51, 22, 3116, 534, 
32768, 0.00550415, 0.00515693, 0.00186226, 0.00124747, 395, 61, 7447, 1069, 
32768, 0.00500269, 0.00509241, 0.00180586, 0.00122824, 58, 28, 3666, 410, 
65536, 0.0118945, 0.0113314, 0.00747347, 0.00335225, 257, 181, 54713, 2428, 
65536, 0.0121076, 0.0117472, 0.00763541, 0.00341639, 3307, 564, 57853, 2478, 
65536, 0.0116742, 0.0119513, 0.00766507, 0.00343372, 1670, 261, 55616, 2386, 
65536, 0.011504, 0.0115355, 0.00753269, 0.00361912, 1136, 314, 55906, 4686, 
65536, 0.011562, 0.0113994, 0.00757615, 0.00334939, 651, 294, 55562, 2559, 
131072, 0.0345544, 0.0253644, 0.0177653, 0.0066849, 162216, 690, 158837, 4136, 
131072, 0.0313437, 0.0256119, 0.0180049, 0.00670413, 124014, 643, 164212, 4658, 
131072, 0.0365817, 0.0266283, 0.0226356, 0.00705128, 202448, 1724, 288667, 4642, 
131072, 0.032627, 0.0267655, 0.0206007, 0.00679304, 112254, 1195, 213475, 5194, 
131072, 0.028339, 0.0269742, 0.0180074, 0.00669148, 31698, 760, 164394, 4285, 
262144, 0.101876, 0.071958, 0.0508467, 0.0136632, 927104, 8369, 786398, 9382, 
262144, 0.080828, 0.0668335, 0.0511301, 0.0137368, 575145, 3782, 822515, 9926, 
262144, 0.0836743, 0.0702702, 0.0524996, 0.0137298, 593801, 3016, 851643, 10464, 
262144, 0.0814512, 0.0686816, 0.0571805, 0.0134294, 565626, 2066, 963110, 9252, 
262144, 0.0821757, 0.0690229, 0.0507576, 0.0134279, 558117, 3079, 812255, 9746, 
524288, 0.222435, 0.154271, 0.126819, 0.0270707, 2.4618e+06, 2459, 2.37955e+06, 19308, 
524288, 0.226314, 0.156389, 0.126759, 0.0268667, 2.5669e+06, 3001, 2.38373e+06, 18357, 
524288, 0.227188, 0.164807, 0.127208, 0.0272308, 2.58955e+06, 2536, 2.39053e+06, 21369, 
524288, 0.217226, 0.157669, 0.128767, 0.0268227, 2.33951e+06, 5342, 2.4454e+06, 18306, 
524288, 0.219494, 0.164423, 0.13029, 0.0268192, 2.37028e+06, 5028, 2.47567e+06, 18385, 
1048576, 0.582367, 0.349079, 0.26882, 0.0528373, 8.05178e+06, 8839, 5.23314e+06, 25303, 
1048576, 0.578838, 0.347705, 0.267914, 0.0539136, 8.03903e+06, 4986, 5.22831e+06, 30708, 
1048576, 0.566003, 0.371971, 0.265223, 0.0548521, 7.88102e+06, 9506, 5.16386e+06, 36918, 
1048576, 0.564154, 0.343996, 0.266412, 0.053662, 7.56356e+06, 8564, 5.19469e+06, 25232, 
1048576, 0.562624, 0.359148, 0.270751, 0.053385, 7.77828e+06, 9869, 5.29808e+06, 26508, 
