2097152, 1.39325, 0.754579, 0.615372, 0.110328, 2.12217e+07, 17218, 1.25417e+07, 57932, 
2097152, 1.38878, 0.761496, 0.609232, 0.108402, 2.11455e+07, 17520, 1.24959e+07, 63905, 
2097152, 1.3996, 0.776513, 0.612981, 0.108284, 2.10596e+07, 17316, 1.24897e+07, 60111, 
2097152, 1.42608, 0.757538, 0.610037, 0.108072, 2.2112e+07, 13713, 1.24311e+07, 54006, 
2097152, 1.40131, 0.765899, 0.618191, 0.109058, 2.19508e+07, 12781, 1.2568e+07, 57547, 
4194304, 4.02621, 1.80265, 1.40455, 0.224782, 6.50422e+07, 54714, 2.80115e+07, 131895, 
4194304, 3.46686, 1.69583, 1.46944, 0.21487, 5.69871e+07, 43050, 2.89113e+07, 105706, 
4194304, 3.42188, 1.7177, 1.40043, 0.216481, 5.60384e+07, 25226, 2.83039e+07, 101601, 
4194304, 3.43445, 1.83323, 1.46339, 0.220617, 5.66755e+07, 52697, 2.91225e+07, 185282, 
4194304, 3.30254, 1.70667, 1.38179, 0.21769, 5.38413e+07, 53728, 2.78131e+07, 118833, 
8388608, 7.60433, 3.83847, 2.90744, 0.425119, 1.29174e+08, 56560, 5.95796e+07, 219391, 
8388608, 7.57348, 3.85901, 2.88012, 0.426753, 1.28428e+08, 51813, 5.87105e+07, 222322, 
8388608, 7.56644, 3.98922, 2.86935, 0.42513, 1.28254e+08, 91342, 5.86379e+07, 218019, 
8388608, 7.56916, 3.80503, 2.89844, 0.430389, 1.28242e+08, 64386, 5.93213e+07, 231592, 
8388608, 7.57387, 3.84481, 2.90994, 0.429127, 1.27528e+08, 73482, 5.95179e+07, 230630, 
16777216, 17.3226, 8.17361, 5.77342, 0.880029, 3.03143e+08, 159610, 1.13056e+08, 358547, 
16777216, 17.3521, 7.92411, 6.174, 0.911097, 3.03492e+08, 105849, 1.20765e+08, 318769, 
16777216, 17.3113, 8.19804, 6.24429, 0.884568, 3.02953e+08, 129723, 1.22913e+08, 354005, 
16777216, 17.2485, 8.15854, 5.77503, 0.881803, 3.02357e+08, 159997, 1.12764e+08, 353553, 
16777216, 17.2652, 8.16674, 5.7406, 0.879512, 3.01649e+08, 132751, 1.12491e+08, 314970, 
33554432, 40.3132, 19.1455, 12.8519, 1.75369, 7.18361e+08, 446460, 2.5146e+08, 674394, 
33554432, 40.4423, 18.3749, 13.2692, 1.75822, 7.20431e+08, 357937, 2.60996e+08, 689959, 
33554432, 40.2118, 18.4113, 13.1802, 1.75604, 7.18407e+08, 1.79111e+06, 2.60074e+08, 686830, 
33554432, 40.4873, 17.9388, 13.295, 1.76095, 7.20348e+08, 1.18611e+06, 2.62054e+08, 694974, 
33554432, 40.802, 17.7701, 12.799, 1.75287, 7.27481e+08, 341193, 2.49815e+08, 640405, 
