64, 7.64e-06, 3.951e-06, 0, 1, 
64, 6.023e-06, 3.543e-06, 0, 0, 
64, 5.103e-06, 3.293e-06, 0, 0, 
64, 4.811e-06, 3.172e-06, 0, 0, 
64, 4.13e-06, 3.663e-06, 0, 0, 
128, 1.5718e-05, 7.319e-06, 0, 0, 
128, 1.325e-05, 6.762e-06, 0, 0, 
128, 1.146e-05, 6.655e-06, 0, 0, 
128, 1.0725e-05, 6.776e-06, 0, 0, 
128, 9.342e-06, 6.532e-06, 0, 0, 
256, 3.1748e-05, 2.3628e-05, 0, 0, 
256, 3.1155e-05, 2.2807e-05, 0, 0, 
256, 2.8621e-05, 2.2894e-05, 0, 0, 
256, 2.8506e-05, 2.287e-05, 0, 0, 
256, 2.7071e-05, 2.2859e-05, 0, 0, 
512, 2.8237e-05, 2.4716e-05, 0, 0, 
512, 2.3736e-05, 1.7743e-05, 0, 0, 
512, 2.3554e-05, 1.7533e-05, 0, 0, 
512, 2.4049e-05, 1.7298e-05, 0, 0, 
512, 2.2921e-05, 1.7643e-05, 0, 0, 
1024, 4.6521e-05, 3.4541e-05, 0, 0, 
1024, 4.8073e-05, 3.4407e-05, 0, 0, 
1024, 4.447e-05, 3.2539e-05, 0, 0, 
1024, 4.4601e-05, 3.2291e-05, 0, 0, 
1024, 4.4112e-05, 3.2255e-05, 0, 0, 
2048, 8.9289e-05, 6.4004e-05, 0, 0, 
2048, 8.9535e-05, 6.4027e-05, 0, 0, 
2048, 0.000111901, 6.6029e-05, 0, 0, 
2048, 0.000107685, 6.9131e-05, 9, 3, 
2048, 8.8718e-05, 6.4014e-05, 0, 0, 
4096, 0.000185789, 0.000137105, 0, 0, 
4096, 0.000181576, 0.000137206, 0, 0, 
4096, 0.000195666, 0.000146246, 0, 0, 
4096, 0.000181652, 0.000136999, 0, 0, 
4096, 0.000182112, 0.000137112, 0, 0, 
8192, 0.000412012, 0.000286606, 0, 0, 
8192, 0.000563987, 0.000359454, 0, 0, 
8192, 0.000435998, 0.000272239, 0, 0, 
8192, 0.000377192, 0.00027232, 0, 0, 
8192, 0.000376655, 0.000272204, 0, 0, 
16384, 0.000876659, 0.000576663, 0, 0, 
16384, 0.000827952, 0.000576373, 0, 0, 
16384, 0.000803352, 0.000585355, 0, 0, 
16384, 0.000794431, 0.000576461, 1, 1, 
16384, 0.000868143, 0.00063875, 1, 0, 
32768, 0.00192184, 0.0011581, 109, 47, 
32768, 0.00161973, 0.001163, 73, 8, 
32768, 0.00197224, 0.00137081, 236, 92, 
32768, 0.00171062, 0.00115783, 89, 30, 
32768, 0.00211009, 0.00115992, 77, 10, 
65536, 0.00553049, 0.00352031, 5762, 1403, 
65536, 0.00460298, 0.00389336, 5097, 3132, 
65536, 0.00486199, 0.00353899, 10689, 1893, 
65536, 0.00477392, 0.00361896, 5584, 1604, 
65536, 0.00470634, 0.00352499, 5214, 1456, 
131072, 0.0121213, 0.00729847, 26624, 3983, 
131072, 0.0113828, 0.0070581, 23733, 3614, 
131072, 0.0129315, 0.00789286, 27720, 6384, 
131072, 0.012124, 0.00706019, 25172, 4082, 
131072, 0.0126562, 0.0078267, 25899, 7337, 
262144, 0.0318434, 0.0143841, 57762, 9477, 
262144, 0.027826, 0.0143838, 49681, 8615, 
262144, 0.0292381, 0.0143274, 51053, 7993, 
262144, 0.0297759, 0.0141545, 51446, 8451, 
262144, 0.0305364, 0.0141765, 54009, 8485, 
524288, 0.0638593, 0.0282609, 118168, 15991, 
524288, 0.0646963, 0.0287602, 113269, 16230, 
524288, 0.0697575, 0.0294014, 110067, 18170, 
524288, 0.0688285, 0.0293627, 113500, 16338, 
524288, 0.0673809, 0.0284854, 111169, 16627, 
1048576, 0.149504, 0.0571145, 228526, 32571, 
1048576, 0.134368, 0.056611, 247073, 27664, 
1048576, 0.153312, 0.0568266, 235542, 28139, 
1048576, 0.147447, 0.0561627, 223873, 28368, 
1048576, 0.140571, 0.0562024, 217600, 27981, 
2097152, 0.330406, 0.113517, 439448, 61582, 
2097152, 0.340865, 0.113911, 474131, 59376, 
2097152, 0.431617, 0.113594, 460752, 58054, 
2097152, 0.317426, 0.114689, 444412, 61325, 
2097152, 0.342498, 0.120869, 545031, 81159, 
4194304, 0.702379, 0.234597, 888395, 168433, 
4194304, 0.71568, 0.234235, 961335, 149594, 
4194304, 0.651331, 0.235851, 978694, 170004, 
4194304, 0.909426, 0.226851, 913036, 156386, 
4194304, 0.718929, 0.228053, 873294, 158966, 
8388608, 1.94089, 0.45407, 1.8536e+06, 313082, 
8388608, 1.92581, 0.455169, 1.78623e+06, 316453, 
8388608, 1.96393, 0.456215, 1.90282e+06, 317815, 
8388608, 1.91855, 0.459572, 1.80196e+06, 312287, 
8388608, 1.77157, 0.454041, 1.90735e+06, 312460, 
16777216, 4.08439, 0.932942, 3.75658e+06, 254375, 
16777216, 4.13678, 0.937543, 3.649e+06, 254415, 
16777216, 4.0321, 0.932107, 3.47051e+06, 252319, 
16777216, 4.08744, 0.933208, 3.75738e+06, 254352, 
16777216, 4.53152, 0.932929, 3.43625e+06, 254734, 
33554432, 8.88263, 1.86808, 6.598e+06, 516079, 
33554432, 8.67122, 1.86936, 6.50014e+06, 518342, 
33554432, 8.8972, 1.87695, 6.62492e+06, 494586, 
33554432, 9.9218, 1.86554, 6.40614e+06, 493721, 
33554432, 9.61404, 1.88404, 6.44941e+06, 524219, 
