 , 10 , 20 , 40 , 80 , 160 , 320 , 640 , 1280 , 2560 , 5120 , 10240 , 
0.001 , 2.60945e-06, 2.1653e-06, 3.4582e-06, 6.018e-06, 1.47814e-05, 2.19678e-05, 4.66711e-05, 9.39257e-05, 0.00155507, 0.00478762, 0.0126203, 
0.051 , 7.947e-07, 3.62815e-05, 1.79711e-05, 3.78363e-05, 8.48874e-05, 0.000198695, 0.000567454, 0.00174205, 0.00574171, 0.0192537, 0.0688624, 
0.101 , 2.0428e-06, 7.55335e-06, 1.57397e-05, 4.1439e-05, 9.64152e-05, 0.000262778, 0.000770959, 0.00244969, 0.00897277, 0.0305958, 0.117648, 
0.151 , 2.45145e-06, 1.63825e-06, 0, 6.3185e-05, 0.000175607, 0.000421331, 0.00114178, 0.0038082, 0.012048, 0.0411019, 0.156732, 
0.201 , 3.2803e-06, 8.69215e-06, 1.8819e-05, 4.54048e-05, 0.000107536, 0.000319312, 0.00104178, 0.00407872, 0.0144583, 0.0515595, 0.202356, 
0.251 , 2.17545e-06, 9.6864e-06, 2.20663e-05, 4.69959e-05, 0.000133824, 0.000457331, 0.00114986, 0.00451108, 0.0165391, 0.0625501, 0.242572, 
0.301 , 1.34005e-06, 0, 1.81721e-05, 4.82441e-05, 0.000118595, 0.000381019, 0.00143047, 0.00518636, 0.0185006, 0.0723628, 0.283202, 
0.351 , 1.1523e-06, 1.62856e-05, 2.06849e-05, 4.79987e-05, 0.000128493, 0.000388101, 0.00175998, 0.00558804, 0.0214365, 0.0821386, 0.324777, 
0.401 , 3.36875e-06, 1.04075e-05, 2.02041e-05, 4.4688e-05, 0.000141103, 0.000412162, 0.00167339, 0.0066236, 0.0248544, 0.0925153, 0.369821, 
0.451 , 3.10645e-06, 1.51139e-05, 2.17065e-05, 5.13609e-05, 0.00014703, 0.000482735, 0.00176745, 0.00665036, 0.0264171, 0.106258, 0.428402, 
0.501 , 4.3306e-06, 1.10541e-05, 2.1025e-05, 5.24134e-05, 0.00014417, 0.000529404, 0.0020779, 0.00831815, 0.0293643, 0.115775, 0.47084, 
0.551 , 2.7182e-06, 8.83725e-06, 2.38506e-05, 4.77773e-05, 0.00019925, 0.000624168, 0.00242934, 0.00819866, 0.032764, 0.128154, 0.506987, 
0.601 , 7.9536e-06, 9.1453e-06, 2.18693e-05, 5.68026e-05, 0.000161376, 0.00061914, 0.00216905, 0.00883211, 0.0336866, 0.136558, 0.55753, 
0.651 , 3.8829e-06, 1.11632e-05, 2.13527e-05, 5.80896e-05, 0.000189933, 0.000723776, 0.00244822, 0.00875192, 0.0373473, 0.147173, 0.590385, 
0.701 , 1.96775e-06, 3.73795e-06, 1.53393e-05, 7.18056e-05, 0.000202508, 0.000669326, 0.00244807, 0.00990553, 0.039367, 0.161854, 0.642469, 
0.751 , 7.4654e-06, 9.2064e-06, 2.29921e-05, 5.95116e-05, 0.000169717, 0.000707412, 0.00311276, 0.00983655, 0.0401295, 0.165738, 0.684549, 
0.801 , 3.7139e-06, 1.05546e-05, 2.47558e-05, 5.94398e-05, 0.000220592, 0.000878792, 0.00281159, 0.010923, 0.0455614, 0.187187, 0.738757, 
0.851 , 1.50425e-06, 4.30935e-06, 2.53839e-05, 7.29991e-05, 0.000266848, 0.000717002, 0.00313858, 0.0113573, 0.0472878, 0.194022, 0.763537, 
0.901 , 3.9016e-06, 1.07934e-05, 2.68339e-05, 7.01014e-05, 0.000264836, 0.000851151, 0.00344921, 0.0133134, 0.046916, 0.198519, 0.783834, 
0.951 , 2.34315e-06, 1.66307e-05, 2.71534e-05, 6.20712e-05, 0.000255532, 0.000848279, 0.00332816, 0.012429, 0.0498114, 0.208808, 0.843498, 
1.001 , 6.961e-06, 9.3048e-06, 2.6216e-05, 6.86781e-05, 0.00026054, 0.000825298, 0.00350046, 0.0132688, 0.0527976, 0.219637, 0.917344, 
1.051 , 5.6909e-06, 9.00765e-06, 0.013922, 9.51383e-05, 0.00020858, 0.000828269, 0.00373041, 0.013284, 0.053882, 0.224464, 0.900068, 
