 , 10 , 20 , 40 , 80 , 160 , 320 , 640 , 1280 , 2560 , 5120 , 10240 , 
0.001 , 1.7971e-06, 3.2786e-06, 6.08915e-06, 1.25449e-05, 2.53897e-05, 4.60266e-05, 0.000106266, 0.000209005, 0.0015535, 0.00462483, 0.0129226, 
0.051 , 9.7025e-07, 3.6622e-06, 1.68184e-05, 4.46276e-05, 8.6765e-05, 0.000205777, 0.000564502, 0.00173019, 0.0059405, 0.0194114, 0.0670569, 
0.101 , 2.29645e-06, 7.54245e-06, 1.59815e-05, 4.47789e-05, 9.44933e-05, 0.000294502, 0.000777938, 0.00250146, 0.00877485, 0.0310408, 0.118168, 
0.151 , 2.61395e-06, 1.6141e-06, 0, 6.9334e-05, 0.00015956, 0.000375341, 0.00111694, 0.00408297, 0.0116041, 0.0411213, 0.15189, 
0.201 , 8.1631e-06, 7.92065e-06, 1.89825e-05, 4.61956e-05, 0.000107238, 0.000298033, 0.000921888, 0.00411161, 0.0149242, 0.0503691, 0.200993, 
0.251 , 2.38285e-06, 1.12614e-05, 2.41313e-05, 4.91223e-05, 0.000120415, 0.000432103, 0.00120436, 0.00481084, 0.0173209, 0.0616965, 0.238603, 
0.301 , 1.3419e-06, 0, 1.79753e-05, 4.72437e-05, 0.000124183, 0.000330507, 0.00124379, 0.00532207, 0.0181506, 0.0701407, 0.279209, 
0.351 , 1.2281e-06, 5.05285e-06, 2.18181e-05, 5.00396e-05, 0.000127571, 0.00033684, 0.00157846, 0.00566609, 0.0208978, 0.0802332, 0.322066, 
0.401 , 3.6934e-06, 9.5418e-06, 2.09735e-05, 4.75821e-05, 0.000124888, 0.000424523, 0.0015673, 0.00662345, 0.0248468, 0.0927251, 0.364828, 
0.451 , 2.26355e-06, 1.02499e-05, 2.11324e-05, 4.97325e-05, 0.000140218, 0.00043927, 0.00185764, 0.00667748, 0.0262067, 0.103614, 0.422976, 
0.501 , 4.9366e-06, 1.2395e-05, 3.11563e-05, 5.07693e-05, 0.000194564, 0.000449683, 0.00191154, 0.00790441, 0.0289936, 0.114366, 0.466355, 
0.551 , 3.24935e-06, 9.1459e-06, 2.45616e-05, 4.76629e-05, 0.000159936, 0.000549824, 0.0022579, 0.00784696, 0.0322896, 0.128344, 0.494441, 
0.601 , 7.25885e-06, 9.46395e-06, 2.56614e-05, 5.50064e-05, 0.00016497, 0.000470205, 0.00245751, 0.00912361, 0.0339941, 0.137992, 0.543765, 
0.651 , 3.69515e-06, 1.04136e-05, 2.30476e-05, 7.40134e-05, 0.000164302, 0.000601573, 0.00244131, 0.0085915, 0.037567, 0.148096, 0.575372, 
0.701 , 1.1989e-06, 4.49955e-06, 1.58379e-05, 9.33196e-05, 0.000168933, 0.000525384, 0.00246161, 0.00948441, 0.0386928, 0.157008, 0.635881, 
0.751 , 4.30045e-06, 9.9423e-06, 2.3611e-05, 6.15958e-05, 0.000157483, 0.000697287, 0.00252021, 0.0103559, 0.040691, 0.165279, 0.678101, 
0.801 , 4.0059e-06, 1.06012e-05, 2.39952e-05, 6.17765e-05, 0.000205425, 0.000693578, 0.00289013, 0.0108014, 0.0441627, 0.181809, 0.720396, 
0.851 , 6.1485e-07, 5.5261e-06, 2.44361e-05, 7.81879e-05, 0.000180657, 0.000607695, 0.00316314, 0.0113616, 0.0457829, 0.19174, 0.756758, 
0.901 , 1.11866e-05, 1.76622e-05, 2.90068e-05, 6.7198e-05, 0.000203408, 0.000697139, 0.00314972, 0.0135338, 0.0465145, 0.194627, 0.775943, 
0.951 , 2.54305e-06, 9.1496e-06, 2.70097e-05, 0.000126799, 0.000223787, 0.000682344, 0.00340885, 0.0122853, 0.0485603, 0.206199, 0.834985, 
1.001 , 8.63875e-06, 9.98595e-06, 2.5933e-05, 8.93874e-05, 0.000212911, 0.000763381, 0.0035101, 0.0127757, 0.0513325, 0.213874, 0.897678, 
1.051 , 5.13855e-06, 9.4983e-06, 2.29821e-05, 6.59698e-05, 0.000210891, 0.000810557, 0.0034896, 0.0129781, 0.0530734, 0.221019, 0.880256, 
