10, 45, 2.0483e-05, 8.12e-06, 
10, 45, 3.655e-06, 4.649e-06, 
10, 45, 3.261e-06, 4.323e-06, 
10, 45, 3.183e-06, 4.268e-06, 
10, 45, 3.157e-06, 4.198e-06, 
10, 45, 3.173e-06, 4.212e-06, 
10, 45, 3.861e-06, 4.443e-06, 
10, 45, 3.211e-06, 4.306e-06, 
10, 45, 3.213e-06, 4.268e-06, 
10, 45, 3.191e-06, 4.289e-06, 
20, 190, 9.827e-06, 1.2262e-05, 
20, 190, 8.843e-06, 1.1762e-05, 
20, 190, 9.798e-06, 1.1901e-05, 
20, 190, 9.911e-06, 1.1785e-05, 
20, 190, 8.917e-06, 1.1612e-05, 
20, 190, 9.657e-06, 1.1691e-05, 
20, 190, 9.957e-06, 1.1737e-05, 
20, 190, 9.466e-06, 1.1937e-05, 
20, 190, 8.882e-06, 1.1825e-05, 
20, 190, 1.0191e-05, 1.1819e-05, 
40, 780, 2.7771e-05, 3.6603e-05, 
40, 780, 2.6418e-05, 3.4966e-05, 
40, 780, 2.6165e-05, 3.44e-05, 
40, 780, 2.9643e-05, 3.579e-05, 
40, 780, 2.7859e-05, 3.4915e-05, 
40, 780, 2.6987e-05, 3.4554e-05, 
40, 780, 5.6767e-05, 3.5382e-05, 
40, 780, 2.6446e-05, 5.9015e-05, 
40, 780, 2.6788e-05, 3.4675e-05, 
40, 780, 2.8627e-05, 3.4663e-05, 
80, 3160, 9.1007e-05, 0.000113717, 
80, 3160, 8.5273e-05, 0.000111491, 
80, 3160, 8.5908e-05, 0.000111673, 
80, 3160, 8.6828e-05, 0.00011064, 
80, 3160, 8.532e-05, 0.000111798, 
80, 3160, 8.5173e-05, 0.000110966, 
80, 3160, 8.5712e-05, 0.000132698, 
80, 3160, 8.623e-05, 7.7562e-05, 
80, 3160, 4.6284e-05, 0.000126019, 
80, 3160, 8.5092e-05, 0.000122557, 
160, 12720, 0.000323023, 0.000201761, 
160, 12720, 0.000325063, 0.000365144, 
160, 12720, 0.000405362, 0.000399341, 
160, 12720, 0.00101911, 0.000432184, 
160, 12720, 0.000324691, 0.000385947, 
160, 12720, 0, 0.000227344, 
160, 12720, 0.000336038, 0.000396945, 
160, 12720, 0.000301336, 0.000792921, 
160, 12720, 0.000326759, 0.000392541, 
160, 12720, 0.000331098, 0.000386041, 
320, 51040, 0.00189702, 0.00148977, 
320, 51040, 0.00127313, 0.00148537, 
320, 51040, 0.00240191, 0.00170011, 
320, 51040, 0.00128396, 0.00152072, 
320, 51040, 0.00102827, 0.00218247, 
320, 51040, 0.00152604, 0.00250944, 
320, 51040, 0.00129905, 0.00146852, 
320, 51040, 0.00135648, 0.0014637, 
320, 51040, 0.00118203, 0.00196316, 
320, 51040, 0.000841894, 0.0014594, 
640, 204480, 0.00457469, 0.0058788, 
640, 204480, 0.00421897, 0.006786, 
640, 204480, 0.00488727, 0.00593681, 
640, 204480, 0.00490801, 0.00595899, 
640, 204480, 0.00474968, 0.00543058, 
640, 204480, 0.00460367, 0.00578263, 
640, 204480, 0.00414024, 0.0063409, 
640, 204480, 0.00493047, 0.0057636, 
640, 204480, 0.00516427, 0.00573176, 
640, 204480, 0.00494332, 0.00565577, 
1280, 818560, 0.0201188, 0.0235765, 
1280, 818560, 0.0197289, 0.0229161, 
1280, 818560, 0.0270058, 0.0233649, 
1280, 818560, 0.0193497, 0.0233154, 
1280, 818560, 0.0199695, 0.0225472, 
1280, 818560, 0.0194701, 0.0234918, 
1280, 818560, 0.0206424, 0.0231304, 
1280, 818560, 0.0190982, 0.0223265, 
1280, 818560, 0.0201253, 0.0238861, 
1280, 818560, 0.0194937, 0.0228295, 
2560, 3275520, 0.0802573, 0.0936758, 
2560, 3275520, 0.0824378, 0.0918155, 
2560, 3275520, 0.0783455, 0.0943735, 
2560, 3275520, 0.0780495, 0.0931019, 
2560, 3275520, 0.0765749, 0.0933923, 
2560, 3275520, 0.0781285, 0.0915289, 
2560, 3275520, 0.0765033, 0.091248, 
2560, 3275520, 0.0802156, 0.0939486, 
2560, 3275520, 0.0816199, 0.0907568, 
2560, 3275520, 0.0774121, 0.0933237, 
5120, 13104640, 0.308661, 0.372647, 
5120, 13104640, 0.311966, 0.369106, 
5120, 13104640, 0.316389, 0.362032, 
5120, 13104640, 0.31015, 0.366828, 
5120, 13104640, 0.31081, 0.386502, 
5120, 13104640, 0.309319, 0.399977, 
5120, 13104640, 0.322436, 0.368703, 
5120, 13104640, 0.314427, 0.378632, 
5120, 13104640, 0.317259, 0.376453, 
5120, 13104640, 0.325119, 0.379205, 
10240, 52423680, 1.31229, 1.53967, 
10240, 52423680, 1.27162, 1.50883, 
10240, 52423680, 1.28312, 1.5156, 
10240, 52423680, 1.26148, 1.52719, 
10240, 52423680, 1.25097, 1.53854, 
10240, 52423680, 1.35626, 1.5935, 
10240, 52423680, 1.26792, 1.48954, 
10240, 52423680, 1.29258, 1.53565, 
10240, 52423680, 1.27266, 1.53894, 
10240, 52423680, 1.28091, 1.50164, 
