10, 1.049e-06, 3
10, 1.117e-06, 3
10, 5.73e-07, 3
10, 4.42e-07, 3
10, 4.41e-07, 3
10, 4.38e-07, 3
10, 4.21e-07, 3
10, 4.16e-07, 3
10, 4.08e-07, 3
10, 4.16e-07, 3
10, 4.1e-07, 3
10, 4.16e-07, 3
10, 4.07e-07, 3
10, 4.09e-07, 3
10, 4.24e-07, 3
10, 4.17e-07, 3
10, 4.14e-07, 3
10, 4.17e-07, 3
10, 4.15e-07, 3
10, 4.08e-07, 3
10, 4.15e-07, 3
10, 4.17e-07, 3
10, 4.18e-07, 3
10, 4.16e-07, 3
10, 4.16e-07, 3
10, 4.13e-07, 3
10, 4.13e-07, 3
10, 4.14e-07, 3
10, 4.16e-07, 3
10, 4.15e-07, 3
10, 4.14e-07, 3
10, 4.16e-07, 3
10, 4.12e-07, 3
10, 6.86e-07, 3
10, 4.28e-07, 3
10, 4.38e-07, 3
10, 4.31e-07, 3
10, 4.43e-07, 3
10, 4.2e-07, 3
10, 4.23e-07, 3
10, 4.46e-07, 3
10, 4.41e-07, 3
10, 4.34e-07, 3
10, 4.23e-07, 3
10, 4.18e-07, 3
10, 4.31e-07, 3
10, 4.19e-07, 3
10, 4.16e-07, 3
10, 4.17e-07, 3
10, 4.13e-07, 3
100, 5.1e-07, 6
100, 5.36e-07, 6
100, 4.61e-07, 6
100, 4.44e-07, 6
100, 4.64e-07, 6
100, 4.43e-07, 6
100, 4.64e-07, 6
100, 4.49e-07, 6
100, 4.44e-07, 6
100, 4.56e-07, 6
100, 4.54e-07, 6
100, 4.46e-07, 6
100, 4.52e-07, 6
100, 4.61e-07, 6
100, 4.57e-07, 6
100, 4.58e-07, 6
100, 4.53e-07, 6
100, 4.45e-07, 6
100, 4.44e-07, 6
100, 4.54e-07, 6
100, 4.41e-07, 6
100, 4.5e-07, 6
100, 4.42e-07, 6
100, 4.49e-07, 6
100, 4.36e-07, 6
100, 4.54e-07, 6
100, 4.42e-07, 6
100, 4.51e-07, 6
100, 4.45e-07, 6
100, 4.52e-07, 6
100, 4.41e-07, 6
100, 4.36e-07, 6
100, 4.51e-07, 6
100, 4.47e-07, 6
100, 4.44e-07, 6
100, 4.5e-07, 6
100, 4.4e-07, 6
100, 4.37e-07, 6
100, 4.51e-07, 6
100, 4.42e-07, 6
100, 4.44e-07, 6
100, 4.54e-07, 6
100, 4.43e-07, 6
100, 4.35e-07, 6
100, 4.5e-07, 6
100, 4.45e-07, 6
100, 4.33e-07, 6
100, 4.53e-07, 6
100, 4.36e-07, 6
100, 4.45e-07, 6
1000, 6.56e-07, 9
1000, 5.089e-06, 9
1000, 4.695e-06, 9
1000, 4.544e-06, 9
1000, 4.634e-06, 9
1000, 4.579e-06, 9
1000, 4.58e-06, 9
1000, 4.642e-06, 9
1000, 4.601e-06, 9
1000, 4.557e-06, 9
1000, 4.525e-06, 9
1000, 4.541e-06, 9
1000, 4.557e-06, 9
1000, 4.529e-06, 9
1000, 4.528e-06, 9
1000, 4.548e-06, 9
1000, 4.535e-06, 9
1000, 4.543e-06, 9
1000, 4.51e-06, 9
1000, 4.514e-06, 9
1000, 4.538e-06, 9
1000, 5.665e-06, 9
1000, 4.769e-06, 9
1000, 4.611e-06, 9
1000, 4.686e-06, 9
1000, 4.529e-06, 9
1000, 4.556e-06, 9
1000, 4.525e-06, 9
1000, 4.552e-06, 9
1000, 4.518e-06, 9
1000, 4.584e-06, 9
1000, 4.527e-06, 9
1000, 4.579e-06, 9
1000, 4.591e-06, 9
1000, 4.534e-06, 9
1000, 4.499e-06, 9
1000, 4.516e-06, 9
1000, 4.537e-06, 9
1000, 4.528e-06, 9
1000, 4.565e-06, 9
1000, 4.598e-06, 9
1000, 4.546e-06, 9
1000, 4.547e-06, 9
1000, 4.546e-06, 9
1000, 4.527e-06, 9
1000, 4.544e-06, 9
1000, 4.524e-06, 9
1000, 4.516e-06, 9
1000, 4.512e-06, 9
1000, 4.545e-06, 9
10000, 4.762e-06, 13
10000, 7.68e-07, 13
10000, 5.91e-07, 13
10000, 6.15e-07, 13
10000, 5.94e-07, 13
10000, 6.2e-07, 13
10000, 5.68e-07, 13
10000, 5.96e-07, 13
10000, 5.72e-07, 13
10000, 5.61e-07, 13
10000, 5.7e-07, 13
10000, 5.55e-07, 13
10000, 5.61e-07, 13
10000, 5.69e-07, 13
