64, 3.472e-06, 2.204e-06, 1, 0, 
64, 3.103e-06, 2.071e-06, 0, 0, 
64, 2.932e-06, 2.001e-06, 0, 0, 
64, 2.961e-06, 1.977e-06, 0, 0, 
64, 2.709e-06, 1.998e-06, 0, 0, 
128, 6.628e-06, 3.422e-06, 0, 0, 
128, 6.14e-06, 3.419e-06, 0, 0, 
128, 5.94e-06, 3.413e-06, 0, 0, 
128, 5.693e-06, 3.41e-06, 0, 0, 
128, 5.666e-06, 3.406e-06, 0, 0, 
256, 1.4348e-05, 1.332e-05, 0, 0, 
256, 1.4078e-05, 1.2883e-05, 0, 0, 
256, 1.4065e-05, 1.2896e-05, 0, 0, 
256, 1.4087e-05, 1.311e-05, 0, 0, 
256, 1.3644e-05, 1.2893e-05, 0, 0, 
512, 1.5821e-05, 1.4537e-05, 0, 0, 
512, 1.2046e-05, 9.965e-06, 0, 0, 
512, 1.2238e-05, 9.874e-06, 0, 0, 
512, 1.2154e-05, 9.903e-06, 0, 0, 
512, 1.2374e-05, 9.956e-06, 0, 0, 
1024, 2.7429e-05, 1.9633e-05, 0, 0, 
1024, 2.7829e-05, 1.9597e-05, 0, 0, 
1024, 2.5441e-05, 1.8435e-05, 0, 0, 
1024, 3.6345e-05, 1.8455e-05, 0, 0, 
1024, 2.5672e-05, 1.8405e-05, 0, 0, 
2048, 5.8442e-05, 3.6686e-05, 0, 0, 
2048, 5.8674e-05, 3.6771e-05, 0, 0, 
2048, 5.9504e-05, 3.7767e-05, 0, 1, 
2048, 8.7386e-05, 3.906e-05, 0, 1, 
2048, 5.8376e-05, 3.6846e-05, 12, 2, 
4096, 0.000129623, 7.2639e-05, 0, 0, 
4096, 0.000129677, 7.3424e-05, 0, 0, 
4096, 0.000139853, 7.7295e-05, 0, 0, 
4096, 0.000130646, 7.2602e-05, 0, 0, 
4096, 0.000142335, 7.9921e-05, 0, 0, 
8192, 0.00029649, 0.000149809, 0, 0, 
8192, 0.000313293, 0.000154833, 0, 1, 
8192, 0.000288614, 0.000145449, 0, 0, 
8192, 0.00028732, 0.000145318, 0, 0, 
8192, 0.000288116, 0.000145225, 0, 0, 
16384, 0.000938653, 0.00032341, 0, 0, 
16384, 0.000951543, 0.000290272, 0, 0, 
16384, 0.000939008, 0.000289945, 0, 0, 
16384, 0.000908355, 0.000290159, 0, 1, 
16384, 0.000954628, 0.000299267, 0, 0, 
32768, 0.00174345, 0.00058406, 6, 2, 
32768, 0.00220576, 0.000580857, 4, 0, 
32768, 0.00229985, 0.0006995, 11, 110, 
32768, 0.0021408, 0.000581429, 13, 6, 
32768, 0.00232437, 0.000581936, 3, 2, 
65536, 0.00553242, 0.00230451, 1342, 1903, 
65536, 0.00535824, 0.00206326, 478, 536, 
65536, 0.00528782, 0.00205801, 284, 496, 
65536, 0.00547472, 0.00217695, 207, 714, 
65536, 0.00536352, 0.00207094, 2118, 1169, 
131072, 0.0127259, 0.00418018, 10777, 4614, 
131072, 0.012911, 0.00419622, 7539, 4330, 
131072, 0.0140975, 0.00477998, 17921, 6994, 
131072, 0.0127114, 0.00443082, 13218, 4774, 
131072, 0.0127817, 0.00433393, 5392, 4142, 
262144, 0.0312179, 0.00854691, 25117, 9724, 
262144, 0.033046, 0.0088927, 25494, 9321, 
262144, 0.0307326, 0.00857857, 33337, 9446, 
262144, 0.0319074, 0.00862283, 25771, 9548, 
262144, 0.0305785, 0.00856498, 23587, 9387, 
524288, 0.0756338, 0.0167763, 57535, 18279, 
524288, 0.0846669, 0.0179759, 66475, 20473, 
524288, 0.0822641, 0.0173039, 72803, 18786, 
524288, 0.0751558, 0.0167684, 58239, 18404, 
524288, 0.0755222, 0.0167578, 53667, 18299, 
1048576, 0.180994, 0.0334811, 116040, 22312, 
1048576, 0.198101, 0.0341224, 141296, 25224, 
1048576, 0.219237, 0.0338964, 138115, 22984, 
1048576, 0.194267, 0.0335583, 131852, 23343, 
1048576, 0.180492, 0.0345865, 108436, 25383, 
2097152, 0.489388, 0.0676313, 244195, 44921, 
2097152, 0.449314, 0.067543, 217310, 44946, 
2097152, 0.402285, 0.0667691, 279939, 44548, 
2097152, 0.491125, 0.0671753, 243409, 45272, 
2097152, 0.4458, 0.0689986, 218396, 48922, 
4194304, 0.967196, 0.140999, 487344, 93478, 
4194304, 0.910726, 0.139806, 436907, 82538, 
4194304, 1.00795, 0.136076, 546248, 86273, 
4194304, 1.18334, 0.137102, 465355, 83128, 
4194304, 1.0356, 0.134456, 489383, 84584, 
8388608, 2.67098, 0.268347, 1.23718e+06, 161170, 
8388608, 2.49469, 0.270032, 899184, 166751, 
8388608, 2.37406, 0.269423, 919291, 165033, 
8388608, 2.66957, 0.2686, 713292, 166601, 
8388608, 2.43891, 0.269161, 662303, 168979, 
16777216, 5.91664, 0.539905, 2.26002e+06, 204880, 
16777216, 5.51264, 0.536191, 2.23791e+06, 202957, 
16777216, 5.35173, 0.53853, 2.31197e+06, 214294, 
16777216, 5.63077, 0.537065, 2.09778e+06, 202338, 
16777216, 5.51612, 0.536748, 2.02708e+06, 207263, 
33554432, 12.5563, 1.07596, 3.69171e+06, 419105, 
33554432, 11.6339, 1.0769, 3.63881e+06, 419533, 
33554432, 11.7978, 1.07302, 3.66289e+06, 409071, 
33554432, 12.044, 1.0737, 3.58524e+06, 410923, 
33554432, 12.5562, 1.07884, 3.72962e+06, 415700, 
