64, 4.896e-06, 6.178e-06, 
64, 4.471e-06, 6.157e-06, 
64, 4.391e-06, 6.021e-06, 
64, 4.388e-06, 6.08e-06, 
64, 4.493e-06, 6.07e-06, 
64, 4.385e-06, 2.742e-06, 
64, 4.427e-06, 6.081e-06, 
64, 4.509e-06, 6.174e-06, 
64, 4.44e-06, 5.978e-06, 
64, 4.38e-06, 6.08e-06, 
64, 4.467e-06, 6.084e-06, 
64, 4.381e-06, 6.027e-06, 
64, 4.361e-06, 5.986e-06, 
64, 4.401e-06, 5.963e-06, 
64, 4.4e-06, 6.101e-06, 
64, 4.388e-06, 6.096e-06, 
64, 4.387e-06, 6.026e-06, 
64, 4.452e-06, 6.05e-06, 
64, 4.394e-06, 6.087e-06, 
64, 4.379e-06, 6.09e-06, 
64, 1.7032e-05, 6.412e-06, 
64, 4.38e-06, 6.017e-06, 
64, 4.383e-06, 5.947e-06, 
64, 4.419e-06, 6.013e-06, 
64, 4.393e-06, 6.025e-06, 
128, 5.966e-06, 1.005e-05, 
128, 7.059e-06, 1.008e-05, 
128, 6.111e-06, 1.0037e-05, 
128, 6.124e-06, 9.937e-06, 
128, 5.969e-06, 9.971e-06, 
128, 6.035e-06, 1.0092e-05, 
128, 5.995e-06, 1.0091e-05, 
128, 6.071e-06, 9.956e-06, 
128, 6.127e-06, 1.0067e-05, 
128, 6.21e-06, 1.0004e-05, 
128, 6.132e-06, 1.0119e-05, 
128, 5.918e-06, 1.0044e-05, 
128, 6.22e-06, 9.995e-06, 
128, 6.1e-06, 9.91e-06, 
128, 6.466e-06, 1.0144e-05, 
128, 5.76e-06, 9.959e-06, 
128, 6.064e-06, 1.0025e-05, 
128, 6.125e-06, 1.0017e-05, 
128, 6.108e-06, 9.973e-06, 
128, 6.192e-06, 1.0024e-05, 
128, 6.035e-06, 1.0103e-05, 
128, 6.279e-06, 1.0091e-05, 
128, 6.501e-06, 1.0344e-05, 
128, 5.995e-06, 9.918e-06, 
128, 6.359e-06, 9.993e-06, 
256, 8.983e-06, 2.6571e-05, 
256, 9.352e-06, 2.6605e-05, 
256, 9.271e-06, 2.6715e-05, 
256, 9.387e-06, 2.6467e-05, 
256, 9.334e-06, 2.6262e-05, 
256, 9.114e-06, 2.6483e-05, 
256, 9.527e-06, 1.2879e-05, 
256, 9.068e-06, 2.6229e-05, 
256, 9.458e-06, 2.6714e-05, 
256, 9.429e-06, 2.6497e-05, 
256, 9.183e-06, 2.6444e-05, 
256, 9.065e-06, 2.658e-05, 
256, 7.7485e-05, 2.748e-05, 
256, 9.193e-06, 2.637e-05, 
256, 8.933e-06, 2.6586e-05, 
256, 9.459e-06, 2.6625e-05, 
256, 9.369e-06, 2.6556e-05, 
256, 9.191e-06, 2.6876e-05, 
256, 9.197e-06, 2.6637e-05, 
256, 9.379e-06, 2.6679e-05, 
256, 2.0169e-05, 2.7265e-05, 
256, 9.459e-06, 2.6699e-05, 
256, 9.384e-06, 2.641e-05, 
256, 9.292e-06, 2.6742e-05, 
256, 9.08e-06, 2.6837e-05, 
512, 1.6141e-05, 4.8877e-05, 
512, 1.6604e-05, 5.0035e-05, 
512, 1.5317e-05, 6.6505e-05, 
512, 2.5394e-05, 0.000244373, 
512, 2.2474e-05, 0.000236746, 
512, 2.2109e-05, 9.9514e-05, 
512, 1.9864e-05, 6.7474e-05, 
512, 2.3099e-05, 1.2375e-05, 
512, 1.7404e-05, 4.8822e-05, 
512, 2.4188e-05, 6.6562e-05, 
512, 1.611e-05, 4.8446e-05, 
512, 3.93e-07, 4.9749e-05, 
512, 1.6289e-05, 4.8502e-05, 
512, 1.6516e-05, 4.8576e-05, 
512, 1.6299e-05, 4.8415e-05, 
512, 1.6188e-05, 4.8675e-05, 
512, 1.827e-05, 4.6475e-05, 
512, 1.5344e-05, 4.622e-05, 
512, 1.4541e-05, 4.6159e-05, 
512, 1.5565e-05, 4.6566e-05, 
512, 6.4693e-05, 0.000100843, 
512, 1.3585e-05, 4.6133e-05, 
512, 1.4242e-05, 4.5986e-05, 
512, 1.4674e-05, 4.6285e-05, 
512, 1.5296e-05, 4.5958e-05, 
1024, 2.7579e-05, 8.4455e-05, 
1024, 3.0369e-05, 0.000104646, 
1024, 2.6039e-05, 8.4956e-05, 
1024, 2.6073e-05, 8.5289e-05, 
1024, 2.7734e-05, 8.5032e-05, 
1024, 2.553e-05, 8.4078e-05, 
1024, 2.7423e-05, 8.4198e-05, 
1024, 2.6087e-05, 8.4141e-05, 
1024, 2.6199e-05, 8.4368e-05, 
1024, 2.7175e-05, 8.4205e-05, 
1024, 2.5814e-05, 0.000106367, 
1024, 2.7097e-05, 8.5015e-05, 
1024, 2.5569e-05, 8.4809e-05, 
1024, 2.4721e-05, 8.4483e-05, 
1024, 2.7116e-05, 8.4319e-05, 
1024, 2.5709e-05, 8.4474e-05, 
1024, 2.6559e-05, 8.4492e-05, 
1024, 7.2295e-05, 0.000100599, 
1024, 2.7152e-05, 9.9832e-05, 
1024, 2.776e-05, 9.9586e-05, 
1024, 2.5375e-05, 8.5005e-05, 
1024, 2.7209e-05, 8.4574e-05, 
1024, 2.5682e-05, 8.4869e-05, 
1024, 2.6127e-05, 8.4334e-05, 
1024, 2.605e-05, 0.000100734, 
2048, 5.4844e-05, 0.000165699, 
2048, 4.7401e-05, 0.000183329, 
2048, 4.8346e-05, 0.000180153, 
2048, 4.655e-05, 0.000181705, 
2048, 6.3553e-05, 0.000167768, 
2048, 4.8422e-05, 0.000167289, 
2048, 4.664e-05, 0.000170061, 
2048, 5.248e-05, 0.000168156, 
2048, 4.8584e-05, 0.000167449, 
2048, 5.2359e-05, 0.000182162, 
2048, 4.8553e-05, 0.000182644, 
2048, 6.26e-05, 7.7658e-05, 
2048, 4.5622e-05, 0.000167343, 
2048, 7.225e-05, 0.000229281, 
2048, 7.1699e-05, 0.00022723, 
2048, 6.8291e-05, 0.000231287, 
2048, 0.00103277, 0.000247741, 
2048, 8.487e-05, 0.000229134, 
2048, 7.1403e-05, 0.00022864, 
2048, 4.6499e-05, 0.000167763, 
2048, 5.2084e-05, 0.000174851, 
2048, 4.85e-05, 0.00018264, 
2048, 5.0294e-05, 0.000182162, 
2048, 4.7232e-05, 0.000168523, 
2048, 5.8457e-05, 0.000171915, 
4096, 9.7334e-05, 0.000308023, 
4096, 0.000105442, 0.00032522, 
4096, 9.9402e-05, 0.000325614, 
4096, 9.3386e-05, 0.000308503, 
4096, 8.927e-05, 0.000324264, 
4096, 9.0457e-05, 0.000324936, 
4096, 8.7823e-05, 0.000187203, 
4096, 8.6237e-05, 0.000309042, 
4096, 9.629e-05, 0.000412397, 
4096, 9.4753e-05, 0.00032518, 
4096, 4.3864e-05, 0.000454174, 
4096, 0.000111459, 0.000309401, 
4096, 9.2975e-05, 0.000308206, 
4096, 9.5446e-05, 0.000349802, 
4096, 9.2125e-05, 0.000309421, 
4096, 8.6448e-05, 0.000308965, 
4096, 9.5911e-05, 0.000324488, 
4096, 0.000100279, 0.000323861, 
4096, 9.5654e-05, 0.000274602, 
4096, 0.00010942, 0.000318019, 
4096, 8.5632e-05, 0.000308836, 
4096, 9.6082e-05, 0.000324595, 
4096, 9.208e-05, 0.000324402, 
4096, 8.8005e-05, 0.000307862, 
4096, 9.5186e-05, 0.000324715, 
8192, 0.000186868, 0.000636452, 
8192, 0.000197496, 0.000422703, 
8192, 0.000198869, 0.000746261, 
8192, 3.6298e-05, 0.000637395, 
8192, 0.000160244, 0.000638423, 
8192, 0.000224652, 0.000637278, 
8192, 0.000169635, 0.00063711, 
8192, 0.000194236, 0.000652339, 
8192, 0.00018954, 0.00064299, 
8192, 0.000176733, 0.000663384, 
8192, 0.000170248, 0.000636395, 
8192, 0.000197063, 0.000718876, 
8192, 0.000171636, 0.00064987, 
8192, 0.000196113, 0.000638243, 
8192, 0.000287212, 0.000644035, 
8192, 0.000180802, 0.000650372, 
8192, 0.000283473, 0.000312496, 
8192, 0.000180486, 0.000636767, 
8192, 0.000169967, 0.000652996, 
8192, 0.000175476, 0.000657998, 
8192, 0.000189752, 0.000503262, 
8192, 0.0001971, 0.000355631, 
8192, 0.000186846, 0.000531798, 
8192, 0.000184022, 0.000579719, 
8192, 0.000222385, 0.000658851, 
16384, 0.000419085, 0.00147125, 
16384, 0.000388812, 0.00193482, 
16384, 0.000455306, 0.00196562, 
16384, 0.000348127, 0.00127183, 
16384, 0.000349659, 0.00145222, 
16384, 0.000429885, 0.00134319, 
16384, 0.000293413, 0.00144839, 
16384, 0.000372525, 0.00164275, 
16384, 0.000366625, 0.00146192, 
16384, 0.000418064, 0.00148327, 
16384, 0.000406748, 0.00124391, 
16384, 0.000624699, 0.0018263, 
16384, 0.000411374, 0.00153057, 
16384, 0.00036511, 0.00145499, 
16384, 8.3933e-05, 0.00144613, 
16384, 0.000364115, 0.00146256, 
