64, 1.702e-05, 1.4896e-05, 6.728e-06, 4.264e-06, 0, 0, 0, 0, 
64, 1.1775e-05, 1.2218e-05, 5.993e-06, 3.88e-06, 0, 0, 0, 0, 
64, 1.1116e-05, 1.2249e-05, 5.66e-06, 3.874e-06, 0, 0, 0, 0, 
64, 1.0439e-05, 1.1881e-05, 5.139e-06, 4.101e-06, 0, 0, 0, 0, 
64, 9.92e-06, 1.1544e-05, 5.032e-06, 3.816e-06, 0, 0, 0, 0, 
128, 2.5318e-05, 3.085e-05, 1.1584e-05, 7.9e-06, 0, 0, 0, 0, 
128, 2.3792e-05, 2.3497e-05, 1.1062e-05, 7.8e-06, 0, 0, 0, 0, 
128, 2.326e-05, 2.3254e-05, 1.0889e-05, 8.402e-06, 0, 0, 0, 0, 
128, 2.2907e-05, 2.301e-05, 1.0719e-05, 7.64e-06, 0, 0, 0, 0, 
128, 2.2046e-05, 2.3722e-05, 1.0471e-05, 7.601e-06, 0, 0, 0, 0, 
256, 8.865e-05, 8.0979e-05, 4.5313e-05, 3.608e-05, 0, 0, 0, 0, 
256, 5.5952e-05, 4.9109e-05, 3.6133e-05, 2.5455e-05, 0, 0, 0, 0, 
256, 5.4335e-05, 4.8746e-05, 3.5843e-05, 2.5248e-05, 0, 0, 0, 0, 
256, 2.0911e-05, 1.8814e-05, 1.3681e-05, 9.855e-06, 0, 0, 0, 0, 
256, 2.0437e-05, 1.8741e-05, 1.3503e-05, 9.921e-06, 0, 0, 0, 0, 
512, 4.765e-05, 5.1347e-05, 2.6805e-05, 1.9372e-05, 0, 0, 0, 0, 
512, 4.1578e-05, 4.0346e-05, 2.6978e-05, 1.9282e-05, 0, 0, 0, 0, 
512, 4.1785e-05, 4.0968e-05, 2.6927e-05, 1.9269e-05, 0, 0, 0, 0, 
512, 4.6288e-05, 4.0587e-05, 2.644e-05, 1.9318e-05, 0, 0, 0, 0, 
512, 4.1853e-05, 4.0515e-05, 2.6537e-05, 1.9212e-05, 0, 0, 0, 0, 
1024, 9.5673e-05, 9.8137e-05, 5.1138e-05, 3.7123e-05, 0, 0, 0, 0, 
1024, 9.2887e-05, 8.731e-05, 5.0968e-05, 3.7286e-05, 0, 0, 0, 0, 
1024, 8.6601e-05, 8.5291e-05, 5.1199e-05, 3.746e-05, 0, 0, 0, 0, 
1024, 8.6325e-05, 8.5907e-05, 5.0625e-05, 3.743e-05, 0, 0, 0, 0, 
1024, 0.000120822, 0.000114247, 6.3489e-05, 5.1011e-05, 0, 0, 0, 0, 
2048, 0.000204633, 0.000214211, 0.000103947, 7.4053e-05, 0, 0, 0, 0, 
2048, 0.000181626, 0.000186457, 0.000104951, 7.4088e-05, 0, 0, 0, 0, 
2048, 0.000183755, 0.000180591, 0.000103522, 7.355e-05, 0, 0, 0, 0, 
2048, 0.000184645, 0.000185508, 0.000110224, 7.8459e-05, 0, 0, 0, 0, 
2048, 0.000190393, 0.000181108, 0.000103416, 7.3806e-05, 0, 0, 0, 0, 
4096, 0.000420816, 0.000438848, 0.000187995, 0.000151991, 0, 0, 0, 0, 
4096, 0.000405956, 0.000388302, 0.000188814, 0.000152492, 0, 0, 0, 0, 
4096, 0.000408019, 0.000383412, 0.000188844, 0.000152829, 0, 0, 0, 0, 
4096, 0.00040713, 0.000382672, 0.000188834, 0.000152665, 0, 0, 0, 0, 
4096, 0.000407162, 0.000385457, 0.00018818, 0.000152725, 0, 0, 0, 0, 
8192, 0.000979975, 0.00101541, 0.000388068, 0.00030564, 0, 0, 0, 0, 
8192, 0.00101627, 0.000975283, 0.000385133, 0.000313205, 0, 0, 0, 0, 
8192, 0.0009858, 0.000994672, 0.000386584, 0.000305982, 0, 0, 0, 0, 
